lat_max,lon_max,lat_min,lon_min,route_id
46.042305694,4.0729436003,45.7406693235,3.9727786758,L22
46.1608069655,4.1783933633,46.0319959228,4.0608342275,L23
46.2067379776,4.3505871126,46.0319959228,4.0608342275,L24
45.7455095939,4.2201234853,45.6049799519,4.0481501892,L30
45.7536637637,4.0774464065,45.6043535852,3.826804573,L31
45.612546176,4.0990202346,45.4245871223,4.039980155,L32
45.8290355023,4.2260953523,45.7215881919,3.7619767235,L33
45.7946525557,4.3528071966,45.7215881919,4.219774981,L34
45.6467466008,4.3914600219,45.6043535852,4.0481501892,L35
45.529916568,4.8729914212,45.3627022972,4.6759595079,L40
45.418383766,4.7454547605,45.241231531,4.5596101766,L41
45.4646981619,4.80179449,45.3182947989,4.6759595079,L42
45.7081041234,5.9203425126,45.570377287,5.9086387362,S06C
45.7645929912,6.1664133095,45.5512311229,5.9086387362,S06A
45.7645929912,6.1664133095,45.6503154902,5.9095737412,S06B
45.570377287,5.91734061,45.4149878924,5.8546484198,S04A
45.5970500364,5.9332842855,45.565037475,5.6073592577,S07
45.5349021471,6.2148752174,45.4321684755,6.0080523133,S03
45.5735359367,6.2148752174,45.4321684755,5.91734061,S03B
45.5958030326,5.9332842855,45.5432375594,5.7616677136,S01
46.56972,3.355295,46.295074,2.575816,ALLIER:Line:B01
46.34562,3.455671,46.124794,2.575816,ALLIER:Line:B02
46.766636,3.355295,46.549225,2.693256,ALLIER:Line:B03
46.659035,3.773199,46.549225,3.287754,ALLIER:Line:B04
46.236904,3.437525,46.086456,3.081363,ALLIER:Line:B05
46.351284,3.815704,46.124794,3.430041,ALLIER:Line:B06
46.339573,2.740318,46.112595,2.575816,ALLIER:Line:B07
46.56972,3.793465,46.32669,3.326722,ALLIER:Line:B08
46.56972,3.387409,46.086456,3.1938,ALLIER:Line:B09
46.47851,2.963284,46.33586,2.575816,ALLIER:Line:B10
46.83727,3.511524,46.549225,3.287754,ALLIER:Line:B11
46.55874,2.609692,46.33747,2.248139,ALLIER:Line:B12
46.56972,3.403603,46.312576,3.287754,ALLIER:Line:B13
46.335938,2.850911,46.288963,2.739418,ALLIER:Line:B14
45.02616,2.532445,44.83864,2.353281,AURILLAC:Line:AURNav39
45.01105,2.481712,44.915733,2.349184,AURILLAC:Line:AURNav40
45.034725,2.54354,44.914524,2.422439,AURILLAC:Line:AURNav53
44.92401,2.582961,44.80595,2.428405,AURILLAC:Line:AURNav50
44.968678,2.533905,44.908794,2.436035,AURILLAC:Line:AURNav49
44.943623,2.487477,44.895885,2.438832,AURILLAC:Line:AURNav34
44.94361,2.541544,44.888893,2.263946,AURILLAC:Line:AURNav44
44.984222,2.445292,44.915733,2.288964,AURILLAC:Line:AURNav41
44.92769,2.541544,44.878277,2.263946,AURILLAC:Line:AURNav45
44.93564,2.462344,44.853336,2.436035,AURILLAC:Line:AURNav52
45.043587,2.589007,44.92401,2.440442,AURILLAC:Line:AURNav51
45.068375,2.656821,44.915733,2.436035,AURILLAC:Line:AURNav48
44.94361,2.613153,44.882744,2.436035,AURILLAC:Line:AURNav47
44.94361,2.459852,44.878277,2.340935,AURILLAC:Line:AURNav46
44.984222,2.459852,44.915733,2.279487,AURILLAC:Line:AURNav43
44.963013,2.44268,44.915733,2.342077,AURILLAC:Line:AURNav42
44.928226,2.445056,44.910152,2.421794,AURILLAC:Line:AURNav38
44.936275,2.444563,44.920704,2.428716,AURILLAC:Line:AURNav37
44.928226,2.445292,44.892437,2.426993,AURILLAC:Line:AURNav35
44.928226,2.463704,44.90142,2.411383,AURILLAC:Line:AURNav36
45.115284,3.100276,44.90494,2.424328,CANTAL:Line:01
45.220642,2.446349,44.198486,2.338978,CANTAL:Line:02
44.974888,2.45983,44.55559,1.891367,CANTAL:Line:03
44.943573,2.45983,44.828136,2.171318,CANTAL:Line:04
44.92857,2.447186,44.71108,2.193709,CANTAL:Line:05
44.943573,2.507131,44.689217,2.356739,CANTAL:Line:06
45.039406,3.105912,44.57341,2.957302,CANTAL:Line:07
45.777966,3.147518,45.282257,2.658653,CANTAL:Line:08
44.943573,2.45983,44.781273,2.350905,CANTAL:Line:11
44.71108,2.196875,44.606674,2.027655,CANTAL:Line:15
44.977306,2.840224,44.89664,2.433813,CANTAL:Line:21
45.039406,3.105912,44.921932,2.840224,CANTAL:Line:22
45.03787,3.221946,44.985313,3.088409,CANTAL:Line:23
45.340954,3.088409,45.024452,2.757128,CANTAL:Line:24
45.282257,3.088409,45.024452,2.658653,CANTAL:Line:31
45.282257,2.867299,44.89983,2.433813,CANTAL:Line:32
45.282257,2.658653,45.212307,2.32948,CANTAL:Line:33
45.21778,2.494956,45.13828,2.32948,CANTAL:Line:34
45.43809,2.559815,45.212307,2.32948,CANTAL:Line:35
45.35312,2.478873,44.89983,2.32948,CANTAL:Line:36
45.172806,2.45983,44.915684,2.22365,CANTAL:Line:37
45.35736,2.45983,44.915684,2.32948,CANTAL:Line:38
45.41398,3.385639,45.290173,3.310448,HAUTE_LOIRE:Line:1630504511805
45.043156,4.407364,44.522697,3.501981,HAUTE_LOIRE:Line:C43Nav1
45.403202,3.385639,45.290745,3.318524,HAUTE_LOIRE:Line:C43Nav4
45.414955,4.393742,45.261066,4.10203,HAUTE_LOIRE:Line:C43Nav8
45.41398,3.404424,45.26422,3.240207,HAUTE_LOIRE:Line:C43Nav9
45.050095,3.999121,44.933556,3.892322,HAUTE_LOIRE:Line:C43Nav10
45.41308,3.564326,44.95991,3.318838,HAUTE_LOIRE:Line:C43Nav11
45.443092,4.399528,45.043156,3.892322,HAUTE_LOIRE:Line:C43Nav12
